label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62
Hello,0.6461092233657837,0.9652016162872314,6.286805387389904e-07,0.5507295727729797,0.9163669943809509,-0.034993574023246765,0.4794401526451111,0.8224031925201416,-0.052165716886520386,0.4340164065361023,0.7406833171844482,-0.06695671379566193,0.38970309495925903,0.6734641790390015,-0.08047530055046082,0.5284479856491089,0.6405658721923828,-0.020249025896191597,0.5098381638526917,0.5057073831558228,-0.04458122327923775,0.50114905834198,0.42449259757995605,-0.06701676547527313,0.49620547890663147,0.35097551345825195,-0.08451075106859207,0.5903288125991821,0.6254234313964844,-0.026451896876096725,0.5745326280593872,0.47980794310569763,-0.04595893993973732,0.5669751763343811,0.3884791433811188,-0.0673409104347229,0.5596737861633301,0.3085635304450989,-0.08438019454479218,0.649592399597168,0.6393945217132568,-0.03869681432843208,0.6475772261619568,0.5006319880485535,-0.06278426945209503,0.6469960808753967,0.4147832989692688,-0.0791323110461235,0.642734169960022,0.33604148030281067,-0.09140001237392426,0.7097426652908325,0.675057053565979,-0.05453366041183472,0.726000189781189,0.568327009677887,-0.07804710417985916,0.7371190190315247,0.49636030197143555,-0.08686764538288116,0.7447601556777954,0.4259840250015259,-0.09258423745632172
Hello,0.6476814150810242,0.961929440498352,6.302551582848537e-07,0.5518649816513062,0.9147733449935913,-0.03476056829094887,0.4793606102466583,0.8222920298576355,-0.05191323161125183,0.4336434304714203,0.7411689758300781,-0.06658915430307388,0.3897392749786377,0.6744934916496277,-0.08006227016448975,0.5277236700057983,0.6414041519165039,-0.02207786589860916,0.5090053677558899,0.5058103799819946,-0.04601290076971054,0.49998384714126587,0.4247734248638153,-0.06767019629478455,0.4943453073501587,0.3515903353691101,-0.08460281044244766,0.5896211862564087,0.6254435181617737,-0.028226343914866447,0.5743488073348999,0.4785915017127991,-0.04731985181570053,0.5669212937355042,0.3876652121543884,-0.06798041611909866,0.5593616366386414,0.30840858817100525,-0.08454813063144684,0.6490901708602905,0.6385225653648376,-0.040216900408267975,0.6466889381408691,0.4989646077156067,-0.0639079138636589,0.6460413932800293,0.4128169119358063,-0.08034820109605789,0.6416075229644775,0.33408546447753906,-0.09280131012201309,0.7091090679168701,0.6733453869819641,-0.055700577795505524,0.7249699831008911,0.5662283301353455,-0.0790616050362587,0.7361215949058533,0.49418866634368896,-0.08812794834375381,0.7441196441650391,0.4241216480731964,-0.09408591687679291
Hello,0.6477590203285217,0.961557149887085,6.434681836253731e-07,0.552156388759613,0.9146333336830139,-0.03618893772363663,0.48069071769714355,0.8221932649612427,-0.05417703464627266,0.43499311804771423,0.7412691712379456,-0.06953052431344986,0.39075443148612976,0.6725287437438965,-0.08360186964273453,0.52828049659729,0.6388625502586365,-0.022207120433449745,0.5094131231307983,0.5046094655990601,-0.04710705205798149,0.5004622340202332,0.4236266016960144,-0.06987906992435455,0.49550941586494446,0.3500601053237915,-0.08747193962335587,0.5905712246894836,0.6239385008811951,-0.028045224025845528,0.574626088142395,0.47882044315338135,-0.04811512306332588,0.566499650478363,0.3868043124675751,-0.06983986496925354,0.5587196350097656,0.30628082156181335,-0.0870816558599472,0.6500993967056274,0.6376614570617676,-0.03997964784502983,0.648485541343689,0.5003581047058105,-0.06462233513593674,0.6477974653244019,0.41441604495048523,-0.08131121844053268,0.6433792114257812,0.33507415652275085,-0.09370370209217072,0.7101349234580994,0.6727327704429626,-0.055566735565662384,0.7263445258140564,0.5651737451553345,-0.0796080082654953,0.7378822565078735,0.4933762550354004,-0.08865415304899216,0.745823860168457,0.4228878617286682,-0.09442544728517532
Hello,0.6482930183410645,0.9601852297782898,6.456473897742399e-07,0.5534206032752991,0.913788914680481,-0.03600116819143295,0.48123589158058167,0.8213030695915222,-0.053550317883491516,0.43493491411209106,0.741077184677124,-0.06836643815040588,0.3912917971611023,0.6723992228507996,-0.08174516260623932,0.5276601910591125,0.6388682723045349,-0.022295208647847176,0.5090391039848328,0.5039989948272705,-0.04640830308198929,0.5002008080482483,0.4229481518268585,-0.06831473112106323,0.4949411153793335,0.34999796748161316,-0.08531694859266281,0.5897371768951416,0.6230179667472839,-0.027746690437197685,0.574299156665802,0.4777218699455261,-0.04690929129719734,0.5665806531906128,0.38664552569389343,-0.06774815171957016,0.5588788986206055,0.30764251947402954,-0.08436129242181778,0.6494550704956055,0.63600093126297,-0.039208102971315384,0.6479102969169617,0.49806782603263855,-0.06281838566064835,0.647511899471283,0.41247838735580444,-0.07906846702098846,0.6431480646133423,0.3339296579360962,-0.09129036962985992,0.7094863057136536,0.670648455619812,-0.05431290343403816,0.7259792685508728,0.5640010833740234,-0.07751471549272537,0.737187385559082,0.4923016130924225,-0.08643314242362976,0.7448554635047913,0.42219623923301697,-0.09218551963567734
Hello,0.6493905782699585,0.9599103927612305,6.511260721708823e-07,0.5542756915092468,0.9140915870666504,-0.03706413879990578,0.481981486082077,0.8222390413284302,-0.05541323125362396,0.43500638008117676,0.7416011691093445,-0.07094239443540573,0.3912879228591919,0.6707470417022705,-0.08493176102638245,0.5277746915817261,0.6386643648147583,-0.023209214210510254,0.5089098811149597,0.5038913488388062,-0.04818412661552429,0.5000905990600586,0.42276129126548767,-0.07078235596418381,0.4950723946094513,0.34942469000816345,-0.0881851390004158,0.5897960066795349,0.6226208209991455,-0.028411278501152992,0.5741183161735535,0.47807610034942627,-0.04834318533539772,0.566229522228241,0.38670626282691956,-0.06964482367038727,0.5584192872047424,0.3072616159915924,-0.08655281364917755,0.6494463682174683,0.6353663802146912,-0.0397903136909008,0.6479603052139282,0.4980652928352356,-0.06409488618373871,0.6473129987716675,0.41246363520622253,-0.0806334838271141,0.6426141262054443,0.33364012837409973,-0.09295670688152313,0.7095578908920288,0.6696548461914062,-0.05490465834736824,0.7262876033782959,0.5623102188110352,-0.07872022688388824,0.7376987934112549,0.4902036786079407,-0.08794404566287994,0.7452900409698486,0.41976863145828247,-0.09382530301809311
Hello,0.6494210362434387,0.959549069404602,6.549736895067326e-07,0.5539231896400452,0.913195013999939,-0.03735438734292984,0.48125991225242615,0.8213216066360474,-0.05576317384839058,0.43501928448677063,0.7402138710021973,-0.0712810605764389,0.39225155115127563,0.6684618592262268,-0.08521278202533722,0.5274015665054321,0.6384752988815308,-0.023763440549373627,0.5084718465805054,0.50389164686203,-0.04914189130067825,0.499141126871109,0.422528475522995,-0.0719982236623764,0.49341076612472534,0.34893810749053955,-0.08956068009138107,0.5897365808486938,0.6222201585769653,-0.028929900377988815,0.5742093920707703,0.477953165769577,-0.04928453266620636,0.5661872625350952,0.3864265978336334,-0.07077020406723022,0.5579907298088074,0.30655139684677124,-0.08775892108678818,0.6494931578636169,0.6350128650665283,-0.040297869592905045,0.6479443311691284,0.49776333570480347,-0.0651312991976738,0.6471446752548218,0.4119412302970886,-0.08173853904008865,0.6421177387237549,0.33293578028678894,-0.09400125592947006,0.7096263766288757,0.6696439385414124,-0.05540371313691139,0.7265689373016357,0.5624353289604187,-0.07969290018081665,0.7379991412162781,0.49012231826782227,-0.08898935467004776,0.7453776597976685,0.41969066858291626,-0.09483461081981659
Hello,0.6493454575538635,0.9583214521408081,6.478391583186749e-07,0.5541630983352661,0.9134014844894409,-0.03717292845249176,0.48141908645629883,0.8215570449829102,-0.05534331500530243,0.43560320138931274,0.7401946783065796,-0.07063660770654678,0.3926926553249359,0.6692306399345398,-0.08439649641513824,0.5278263688087463,0.6385515332221985,-0.02371576614677906,0.5082108974456787,0.504427969455719,-0.04891251027584076,0.49870964884757996,0.42320021986961365,-0.07151445001363754,0.4931948184967041,0.34971439838409424,-0.08891843259334564,0.5901255011558533,0.6219855546951294,-0.028898345306515694,0.5742534399032593,0.4777097702026367,-0.04916204512119293,0.5663225054740906,0.38636207580566406,-0.07039676606655121,0.5586276054382324,0.3069148361682892,-0.08722827583551407,0.6498730182647705,0.6344295144081116,-0.040265850722789764,0.6483311057090759,0.49740704894065857,-0.06499643623828888,0.6473259925842285,0.41184520721435547,-0.08143195509910583,0.6423588991165161,0.33310467004776,-0.09363541007041931,0.7100008130073547,0.6686407327651978,-0.055376119911670685,0.7268301844596863,0.5612804889678955,-0.07945384085178375,0.7379201054573059,0.48925647139549255,-0.08867534250020981,0.7448821663856506,0.41900506615638733,-0.09457991272211075
Hello,0.6491833329200745,0.9578638076782227,6.444030304919579e-07,0.5539824366569519,0.9132053256034851,-0.03655374050140381,0.4810822606086731,0.8211815357208252,-0.054428547620773315,0.434744656085968,0.7403491139411926,-0.06946410983800888,0.39139920473098755,0.6703512668609619,-0.08315252512693405,0.5279073715209961,0.6380528807640076,-0.023771928623318672,0.5083504319190979,0.5040270686149597,-0.048464756458997726,0.498374342918396,0.4229624569416046,-0.07074008882045746,0.4920694828033447,0.34980741143226624,-0.08795122802257538,0.5905134081840515,0.6216021776199341,-0.029112499207258224,0.5747845768928528,0.4770616292953491,-0.04886509105563164,0.5664290189743042,0.38539788126945496,-0.06998693943023682,0.5582103729248047,0.30591344833374023,-0.08678948134183884,0.6504159569740295,0.6341344118118286,-0.04046182334423065,0.64884352684021,0.4971495568752289,-0.06466134637594223,0.647624671459198,0.41127851605415344,-0.08125980198383331,0.6423497200012207,0.33220911026000977,-0.09368034452199936,0.710330605506897,0.6685827970504761,-0.05545799434185028,0.7267616987228394,0.5616358518600464,-0.07925082743167877,0.7375662326812744,0.489607572555542,-0.08853685855865479,0.7445189952850342,0.41917750239372253,-0.09450623393058777
Hello,0.6504226922988892,0.9584060311317444,6.472830591519596e-07,0.554801344871521,0.914412796497345,-0.037573669105768204,0.4815443754196167,0.8231969475746155,-0.055948637425899506,0.4357386827468872,0.7421837449073792,-0.07127365469932556,0.3928784728050232,0.671176016330719,-0.0851157158613205,0.5271100401878357,0.6391671299934387,-0.02541164495050907,0.507548987865448,0.5046418905258179,-0.05056947469711304,0.4975346028804779,0.423366904258728,-0.0729774609208107,0.4911234974861145,0.3500314950942993,-0.09023521840572357,0.5901525020599365,0.6220490336418152,-0.030431244522333145,0.5742517709732056,0.47717177867889404,-0.05065441131591797,0.565976083278656,0.38528844714164734,-0.07183681428432465,0.5577573776245117,0.305746465921402,-0.08861242234706879,0.6505646109580994,0.634293258190155,-0.04153039678931236,0.6498010754585266,0.4971160292625427,-0.06631570309400558,0.6490823030471802,0.4110148549079895,-0.08311741799116135,0.644126832485199,0.3318559229373932,-0.0955391526222229,0.7111293077468872,0.6684422492980957,-0.05632075294852257,0.7281559705734253,0.5609771609306335,-0.08069923520088196,0.7390042543411255,0.48869311809539795,-0.09024593234062195,0.745712399482727,0.41807419061660767,-0.09628790616989136
Hello,0.6483989357948303,0.9584578275680542,6.556876428476244e-07,0.552641749382019,0.9134926199913025,-0.03706565126776695,0.4798043966293335,0.8218172788619995,-0.05485530197620392,0.4343177080154419,0.7412770986557007,-0.069669209420681,0.39185458421707153,0.6717069745063782,-0.08307863771915436,0.5266396403312683,0.6389971375465393,-0.02466832660138607,0.5074575543403625,0.5042858123779297,-0.04950420930981636,0.4976032078266144,0.4225374162197113,-0.07177722454071045,0.491153359413147,0.34877583384513855,-0.0889875739812851,0.5896623730659485,0.6221304535865784,-0.02979915402829647,0.5741410255432129,0.4770442843437195,-0.0495794378221035,0.5658398866653442,0.3850293755531311,-0.07055654376745224,0.5574934482574463,0.3051617741584778,-0.08727728575468063,0.6499629020690918,0.6346378922462463,-0.04096420109272003,0.6493980884552002,0.49726566672325134,-0.0652853325009346,0.6488165259361267,0.41096144914627075,-0.08169044554233551,0.6439992785453796,0.3316536247730255,-0.09391798079013824,0.710364043712616,0.6690779328346252,-0.055836256593465805,0.7276122570037842,0.561593234539032,-0.07971103489398956,0.7389768362045288,0.48948729038238525,-0.0888027548789978,0.7462818622589111,0.41907182335853577,-0.09458597749471664
